Ad ID,ad_type,Product/Service Name,category,target_audience,platform,Impressions,Clicks,Conversions,ad_spend,Revenue,ad_duration,Location,Date
217,Service-Based,Fitness Membership,Electronics,Students,Print Media,34109,7011,946,4478.55,42759.56,23,Dubai,10-01-2024 00:00
218,Product-Based,Insurance,Finance,Seniors,Print Media,43558,9355,349,8658.53,5169.35,12,London,10-01-2024 01:00
219,Service-Based,Home Security,Food & Beverage,Professionals,Radio,14210,1349,605,673.88,38806.41,12,Los Angeles,10-01-2024 02:00
220,Product-Based,E-commerce Platform,Education,Families,Print Media,44765,8114,264,5892.25,4841.51,18,Sydney,10-01-2024 03:00
221,Service-Based,Home Security,E-commerce,Professionals,Online,41432,8458,859,8774.46,33973.52,18,Berlin,10-01-2024 04:00
222,Product-Based,Education Course,Travel,Students,Radio,6491,3499,213,8465.71,14722.3,24,Sydney,10-01-2024 05:00
223,Service-Based,Streaming Service,E-commerce,Teens,Social Media,4159,6482,594,3789.7,46952.3,20,London,10-01-2024 06:00
224,Product-Based,Laptop,Finance,Professionals,Print Media,19205,2008,654,6988.17,23115.23,28,Tokyo,10-01-2024 07:00
225,Service-Based,Home Security,Electronics,Seniors,Print Media,33015,6063,126,2210.39,2744.58,5,Tokyo,10-01-2024 08:00
226,Service-Based,Laptop,Entertainment,Families,Print Media,14143,3862,153,2899.18,48008.94,26,Berlin,10-01-2024 09:00
227,Service-Based,Smartphone,Education,Seniors,Online,24605,8812,443,2886.52,32465.45,8,New York,10-01-2024 10:00
228,Service-Based,Insurance,Travel,Families,TV,12231,3704,424,2756.58,5666.65,24,Tokyo,10-01-2024 11:00
229,Product-Based,Smartphone,Travel,Families,Online,45839,2147,941,3692.05,6036.19,20,New York,10-01-2024 12:00
230,Service-Based,Gourmet Food Delivery,E-commerce,Students,Online,41388,3012,470,2455.42,21523.71,7,Mumbai,10-01-2024 13:00
231,Service-Based,Travel Package,E-commerce,Seniors,Radio,7436,9519,476,1247.02,42127.57,14,Mumbai,10-01-2024 14:00
232,Service-Based,E-commerce Platform,Entertainment,Families,Print Media,48364,3977,579,3019.79,19278.92,6,Tokyo,10-01-2024 15:00
233,Product-Based,Insurance,Finance,Adults,Print Media,49816,6464,510,8515.9,46570.77,3,Tokyo,10-01-2024 16:00
234,Product-Based,Gourmet Food Delivery,Health & Fitness,Adults,Billboard,12961,7895,773,6611.32,2403.47,12,London,10-01-2024 17:00
235,Product-Based,Smartphone,Food & Beverage,Students,TV,9435,3079,394,2329.28,40859.7,1,Los Angeles,10-01-2024 18:00
236,Product-Based,Gourmet Food Delivery,Electronics,Seniors,Billboard,20925,3417,635,3620.92,32499.48,25,Dubai,10-01-2024 19:00
237,Product-Based,Home Security,Education,Teens,Radio,5474,6791,361,6551.87,37507.85,15,Toronto,10-01-2024 20:00
238,Service-Based,Smartphone,E-commerce,Adults,Billboard,23662,9286,143,7642.93,13700.05,18,Sydney,10-01-2024 21:00
239,Service-Based,E-commerce Platform,Health & Fitness,Professionals,Social Media,15952,1168,598,8320.84,26056.02,20,Berlin,10-01-2024 22:00
240,Service-Based,Home Security,Security,Adults,Print Media,6615,3850,497,6412.7,15053.77,6,Mumbai,10-01-2024 23:00
241,Service-Based,Travel Package,Food & Beverage,Families,Online,9410,140,702,8654.58,44436.31,28,Tokyo,11-01-2024 00:00
242,Service-Based,Travel Package,Travel,Students,Billboard,38701,4806,807,9118,37333.01,19,Sydney,11-01-2024 01:00
243,Service-Based,Gourmet Food Delivery,Food & Beverage,Families,Radio,24311,3031,980,6354.12,7584.96,19,Los Angeles,11-01-2024 02:00
244,Service-Based,Laptop,Electronics,Adults,TV,43549,5150,300,4513.3,12258.54,21,New York,11-01-2024 03:00
245,Service-Based,Education Course,Finance,Families,Radio,11797,3454,26,7015.37,43774.24,11,London,11-01-2024 04:00
246,Service-Based,Streaming Service,Health & Fitness,Students,TV,30202,6511,369,8658.12,20317.52,3,Toronto,11-01-2024 05:00
247,Service-Based,Streaming Service,Food & Beverage,Teens,Billboard,20997,7341,37,2125.87,38914.97,4,London,11-01-2024 06:00
248,Service-Based,Laptop,Electronics,Families,Radio,18016,6248,179,4127.99,7176.42,4,Sydney,11-01-2024 07:00
249,Product-Based,E-commerce Platform,E-commerce,Adults,Online,36879,504,80,7553.08,8234.71,13,Dubai,11-01-2024 08:00
250,Product-Based,Education Course,Education,Seniors,TV,14395,8289,611,1267.9,30634.17,4,London,11-01-2024 09:00
251,Product-Based,Gourmet Food Delivery,Travel,Adults,Radio,43922,9400,684,4031.21,9288.23,27,Los Angeles,11-01-2024 10:00
252,Product-Based,Laptop,Education,Teens,Billboard,24345,9252,850,8991.96,38116.26,8,Toronto,11-01-2024 11:00
253,Service-Based,Education Course,Finance,Seniors,Online,14634,5763,568,961.06,42860.29,14,Berlin,11-01-2024 12:00
254,Service-Based,Home Security,E-commerce,Seniors,Online,25007,1449,528,1925.01,36960.82,1,Tokyo,11-01-2024 13:00
255,Product-Based,Education Course,Travel,Teens,Radio,7820,6315,521,6165.81,20560.2,20,London,11-01-2024 14:00
256,Product-Based,Streaming Service,Food & Beverage,Adults,Online,28905,1497,537,4870.11,17714.23,26,London,11-01-2024 15:00
257,Product-Based,Insurance,Electronics,Teens,Online,42322,2573,608,8944.07,37119.89,20,Mumbai,11-01-2024 16:00
258,Product-Based,Fitness Membership,Food & Beverage,Teens,Print Media,12370,754,286,8295.24,15646.12,17,Sydney,11-01-2024 17:00
259,Service-Based,Fitness Membership,Health & Fitness,Families,Online,17796,8593,591,2958.01,42860.93,25,London,11-01-2024 18:00
260,Service-Based,Laptop,Travel,Seniors,Print Media,26087,8229,411,2167.88,16138.42,22,Toronto,11-01-2024 19:00
261,Product-Based,Home Security,Security,Families,TV,26146,754,80,8732.76,45372.48,27,Los Angeles,11-01-2024 20:00
262,Service-Based,Fitness Membership,Education,Families,Radio,31137,6254,169,3441.49,40030.4,9,Toronto,11-01-2024 21:00
263,Product-Based,Insurance,Food & Beverage,Families,Billboard,14216,2866,811,5890.22,26385.97,17,Sydney,11-01-2024 22:00
264,Service-Based,Home Security,Finance,Seniors,Radio,40977,9375,582,3793.24,30847.77,26,Sydney,11-01-2024 23:00
265,Service-Based,Education Course,Entertainment,Professionals,TV,2391,2249,274,7713.37,49469.83,11,Sydney,12-01-2024 00:00
266,Product-Based,Home Security,Electronics,Professionals,Social Media,30293,9783,225,6191.45,37545.94,27,Mumbai,12-01-2024 01:00
267,Product-Based,Insurance,Entertainment,Professionals,Billboard,35415,4564,543,7197.52,7975.21,1,Los Angeles,12-01-2024 02:00
268,Product-Based,Fitness Membership,Electronics,Teens,Radio,10353,3925,477,1208.68,27636.49,4,Mumbai,12-01-2024 03:00
269,Service-Based,E-commerce Platform,Security,Teens,TV,36451,7602,162,6977.19,21853.73,4,Toronto,12-01-2024 04:00
270,Service-Based,Gourmet Food Delivery,Education,Students,Radio,10036,136,859,4224.65,38366.97,2,Berlin,12-01-2024 05:00
271,Service-Based,Streaming Service,Travel,Students,Billboard,7045,8172,498,5714.19,9764.57,7,Toronto,12-01-2024 06:00
272,Service-Based,Insurance,Health & Fitness,Adults,Online,21819,2421,854,3468.52,35241.26,29,Sydney,12-01-2024 07:00
273,Product-Based,Streaming Service,Finance,Families,Billboard,36448,7558,447,7862.76,8623.94,28,Los Angeles,12-01-2024 08:00
274,Service-Based,Education Course,Health & Fitness,Teens,Radio,25330,3079,809,1923.02,19001.44,28,Sydney,12-01-2024 09:00
275,Product-Based,E-commerce Platform,Security,Professionals,Print Media,33587,4773,887,7082.34,27839.37,10,Toronto,12-01-2024 10:00
276,Product-Based,Streaming Service,Electronics,Seniors,TV,38233,2190,276,2628.72,45260.48,24,Toronto,12-01-2024 11:00
277,Service-Based,Insurance,Finance,Families,Radio,37893,8090,435,9051.58,20368.36,26,Dubai,12-01-2024 12:00
278,Service-Based,Home Security,Electronics,Students,Print Media,33499,5386,601,4529.69,27174.37,2,Los Angeles,12-01-2024 13:00
279,Service-Based,Travel Package,E-commerce,Seniors,Social Media,13975,7659,82,6281.35,47449.98,14,Los Angeles,12-01-2024 14:00
280,Service-Based,Education Course,Finance,Seniors,Social Media,28095,1509,106,6438.83,38455.51,22,Dubai,12-01-2024 15:00
281,Service-Based,E-commerce Platform,Security,Seniors,TV,24683,8645,844,6702.82,6878.31,22,Dubai,12-01-2024 16:00
282,Service-Based,Travel Package,Health & Fitness,Adults,Radio,4769,8542,841,7187.06,33343.11,15,New York,12-01-2024 17:00
283,Service-Based,Travel Package,Finance,Teens,Social Media,25395,7492,80,8509.98,37649.62,18,New York,12-01-2024 18:00
284,Product-Based,Home Security,E-commerce,Families,Online,42222,8842,365,9505.52,18737.06,10,Toronto,12-01-2024 19:00
285,Product-Based,E-commerce Platform,Finance,Families,Billboard,21860,704,769,6066.29,36135.63,15,Los Angeles,12-01-2024 20:00
286,Product-Based,Laptop,Finance,Seniors,TV,22863,8947,333,5606.19,33828.71,22,London,12-01-2024 21:00
287,Product-Based,Travel Package,Entertainment,Teens,Radio,42043,3263,989,4940.13,15259.19,22,Sydney,12-01-2024 22:00
288,Product-Based,E-commerce Platform,Health & Fitness,Seniors,Billboard,39072,2565,725,5012.13,3215,20,London,12-01-2024 23:00
289,Service-Based,Gourmet Food Delivery,E-commerce,Teens,Radio,29698,9288,137,1872.03,5088.71,16,Berlin,13-01-2024 00:00
290,Service-Based,Travel Package,Travel,Professionals,Social Media,38743,654,939,9270.25,21911.93,14,Toronto,13-01-2024 01:00
291,Product-Based,Travel Package,Education,Adults,Print Media,10261,6158,170,6716.92,19055.32,21,Toronto,13-01-2024 02:00
292,Product-Based,Home Security,Entertainment,Teens,Billboard,44900,4017,824,3366.47,31032.27,22,Toronto,13-01-2024 03:00
293,Product-Based,Smartphone,Health & Fitness,Professionals,Billboard,2779,2628,384,3402.28,24871.43,11,Los Angeles,13-01-2024 04:00
294,Product-Based,Smartphone,Travel,Seniors,Billboard,6981,7685,797,542.98,36362.64,10,London,13-01-2024 05:00
295,Product-Based,Smartphone,Finance,Families,Online,24410,6785,875,4519.95,15008.45,20,New York,13-01-2024 06:00
296,Service-Based,Education Course,Health & Fitness,Students,TV,7780,2844,721,547.7,15213.19,7,Tokyo,13-01-2024 07:00
297,Service-Based,Education Course,Travel,Adults,Billboard,16635,2596,162,4225.69,35002.56,11,Mumbai,13-01-2024 08:00
298,Product-Based,E-commerce Platform,Travel,Families,Online,16500,113,883,8470.83,18789.94,27,Dubai,13-01-2024 09:00
299,Product-Based,E-commerce Platform,Electronics,Professionals,Social Media,44075,4802,887,2740.57,48690.53,14,Toronto,13-01-2024 10:00
300,Service-Based,Smartphone,E-commerce,Seniors,TV,12075,3572,780,9610.13,13287.25,13,London,13-01-2024 11:00
301,Service-Based,Gourmet Food Delivery,Security,Professionals,Online,42371,7092,494,4025.43,6041.55,18,London,13-01-2024 12:00
302,Service-Based,Education Course,Finance,Teens,Billboard,40355,3128,389,9934.55,25031.9,25,Toronto,13-01-2024 13:00
303,Product-Based,Education Course,E-commerce,Professionals,Billboard,13104,1686,617,855.25,20291.17,9,Toronto,13-01-2024 14:00
304,Service-Based,Gourmet Food Delivery,Finance,Students,Radio,21305,2033,391,1733,29098.33,26,Dubai,13-01-2024 15:00
305,Service-Based,Gourmet Food Delivery,Food & Beverage,Teens,Online,21002,2920,852,9245.15,28862.25,23,New York,13-01-2024 16:00
306,Product-Based,Fitness Membership,Finance,Professionals,TV,8763,2229,682,6351.5,18920.69,8,Sydney,13-01-2024 17:00
307,Product-Based,Laptop,Security,Teens,Print Media,26553,1983,157,6945.79,32786.15,17,Berlin,13-01-2024 18:00
308,Service-Based,Education Course,Food & Beverage,Students,Billboard,29682,5726,768,4684.08,38915.44,1,New York,13-01-2024 19:00
309,Product-Based,Streaming Service,Education,Families,Print Media,4170,4469,135,7549.22,35865.37,21,Sydney,13-01-2024 20:00
310,Product-Based,Travel Package,Education,Teens,Online,1099,9199,941,5508.38,9846.59,17,Toronto,13-01-2024 21:00
311,Service-Based,Streaming Service,Electronics,Students,Online,25425,879,862,4726.71,25885.08,28,Mumbai,13-01-2024 22:00
312,Service-Based,Laptop,Security,Teens,Print Media,10372,790,192,5010.61,12427.56,3,Berlin,13-01-2024 23:00
313,Service-Based,Gourmet Food Delivery,Education,Teens,Radio,2088,2362,813,9238.88,3513.63,7,Mumbai,14-01-2024 00:00
314,Service-Based,E-commerce Platform,E-commerce,Seniors,TV,13853,6625,887,7670.17,23473.61,14,Mumbai,14-01-2024 01:00
315,Service-Based,E-commerce Platform,Travel,Families,Print Media,2266,1733,423,7189.51,49859.47,3,Los Angeles,14-01-2024 02:00
316,Service-Based,Education Course,Food & Beverage,Families,TV,18220,3153,246,1206.96,10273.36,2,Berlin,14-01-2024 03:00
317,Service-Based,Travel Package,Education,Adults,Social Media,41789,9195,220,7129.88,38787.07,26,Dubai,14-01-2024 04:00
318,Service-Based,Home Security,Food & Beverage,Students,Radio,13088,3452,397,9106.49,23562.12,29,New York,14-01-2024 05:00
319,Product-Based,Streaming Service,Food & Beverage,Adults,TV,4705,6064,111,5557.01,30326.37,12,Mumbai,14-01-2024 06:00
320,Product-Based,Gourmet Food Delivery,Travel,Professionals,TV,15207,3023,617,1275.86,41681.07,18,Mumbai,14-01-2024 07:00
321,Product-Based,Education Course,Health & Fitness,Teens,Radio,28728,2641,928,5002.2,26799.55,25,New York,14-01-2024 08:00
322,Service-Based,Education Course,Electronics,Professionals,Social Media,48783,3667,299,665.54,21667.14,29,Toronto,14-01-2024 09:00
323,Product-Based,Laptop,E-commerce,Seniors,Billboard,34196,1112,312,7090.48,40738.44,25,New York,14-01-2024 10:00
324,Service-Based,Streaming Service,Health & Fitness,Families,TV,6453,7986,959,2272.69,7014.1,9,Berlin,14-01-2024 11:00
325,Service-Based,Home Security,Health & Fitness,Seniors,Billboard,5246,2951,122,1832.99,12336.19,13,Los Angeles,14-01-2024 12:00
326,Service-Based,E-commerce Platform,Travel,Adults,Print Media,8662,7279,343,5356.04,4413.21,28,Toronto,14-01-2024 13:00
327,Service-Based,Home Security,Finance,Students,Social Media,14513,9607,877,8723.74,11951.77,22,Tokyo,14-01-2024 14:00
328,Service-Based,Fitness Membership,Entertainment,Families,Print Media,41213,2600,44,8340.08,1694.08,29,Berlin,14-01-2024 15:00
329,Service-Based,E-commerce Platform,Food & Beverage,Adults,Radio,14646,6665,903,1902.08,12183.46,14,New York,14-01-2024 16:00
330,Product-Based,Gourmet Food Delivery,Health & Fitness,Adults,TV,29448,9701,51,8301.74,6097.72,23,Tokyo,14-01-2024 17:00
331,Service-Based,Insurance,Education,Professionals,Social Media,16351,9765,480,5531.76,21733.75,24,Sydney,14-01-2024 18:00
332,Product-Based,Insurance,Security,Professionals,Print Media,1278,1697,935,8514.06,28624.71,20,Los Angeles,14-01-2024 19:00
333,Service-Based,Home Security,Finance,Professionals,Print Media,34128,9441,177,1884.15,29055.61,6,Tokyo,14-01-2024 20:00
334,Product-Based,Gourmet Food Delivery,Finance,Families,Print Media,7976,9920,796,5952.96,24499.75,8,Dubai,14-01-2024 21:00
335,Product-Based,Home Security,Health & Fitness,Professionals,Social Media,7837,2036,260,6345.95,18677.19,7,London,14-01-2024 22:00
336,Product-Based,Gourmet Food Delivery,Health & Fitness,Adults,Social Media,28753,4675,844,7738.98,19534.77,17,Los Angeles,14-01-2024 23:00
337,Service-Based,E-commerce Platform,Entertainment,Families,Online,49992,4052,616,6531.8,35340.63,14,Mumbai,15-01-2024 00:00
338,Service-Based,Streaming Service,Finance,Families,Social Media,39669,5296,758,4199.74,10055.57,9,Sydney,15-01-2024 01:00
339,Product-Based,Fitness Membership,Electronics,Teens,TV,28099,6468,953,4346.96,12197.26,6,Dubai,15-01-2024 02:00
340,Service-Based,Smartphone,Electronics,Families,Online,43648,4825,971,2668.41,38119.22,13,New York,15-01-2024 03:00
341,Product-Based,Home Security,Education,Families,Online,42428,7746,601,1282.19,2955.78,3,Dubai,15-01-2024 04:00
342,Product-Based,Gourmet Food Delivery,Electronics,Students,Print Media,30980,3657,759,8942.7,41044.57,10,Sydney,15-01-2024 05:00
343,Service-Based,Smartphone,Education,Professionals,Online,31920,8951,146,3274.63,14578.52,14,Berlin,15-01-2024 06:00
344,Product-Based,Education Course,Entertainment,Teens,Billboard,45535,1077,511,1561.13,24587.76,1,Berlin,15-01-2024 07:00
345,Service-Based,Laptop,Security,Professionals,Billboard,44976,2048,387,5581.95,43324.26,26,London,15-01-2024 08:00
346,Service-Based,Insurance,Health & Fitness,Teens,TV,9146,2846,324,5337.9,42127.46,21,Tokyo,15-01-2024 09:00
347,Service-Based,Travel Package,Education,Families,Radio,6822,4632,683,630.34,25152.03,1,London,15-01-2024 10:00
348,Product-Based,Streaming Service,E-commerce,Students,TV,4962,2769,640,6492.79,41617.63,18,Sydney,15-01-2024 11:00
349,Product-Based,Gourmet Food Delivery,Finance,Adults,TV,11201,4270,772,7106.83,49655.05,26,London,15-01-2024 12:00
350,Product-Based,Home Security,Travel,Adults,Online,32300,5023,544,5017.89,29508.25,19,Toronto,15-01-2024 13:00
351,Service-Based,Streaming Service,Education,Professionals,Social Media,20944,2088,929,9605.37,27239.32,14,Sydney,15-01-2024 14:00
352,Service-Based,Fitness Membership,Electronics,Teens,Radio,15502,7020,132,1895.55,41039.67,8,Los Angeles,15-01-2024 15:00
353,Service-Based,Home Security,Food & Beverage,Adults,Print Media,17025,3174,192,538.27,37398.87,9,Mumbai,15-01-2024 16:00
354,Product-Based,Education Course,Security,Professionals,Social Media,20578,4238,198,2260.95,29381.84,12,Berlin,15-01-2024 17:00
355,Service-Based,Gourmet Food Delivery,Food & Beverage,Seniors,Online,35533,2272,726,4112.52,39377.45,29,Berlin,15-01-2024 18:00
356,Product-Based,E-commerce Platform,Education,Students,Social Media,43324,3825,209,1409.34,6796.81,17,Dubai,15-01-2024 19:00
357,Product-Based,Laptop,Security,Families,Print Media,13649,1305,815,637.08,27333.99,2,Los Angeles,15-01-2024 20:00
358,Product-Based,Gourmet Food Delivery,Finance,Professionals,Online,4116,2513,735,3544.6,36104.28,1,Los Angeles,15-01-2024 21:00
359,Product-Based,Streaming Service,E-commerce,Seniors,TV,41508,5405,179,9145.41,31097.02,17,New York,15-01-2024 22:00
360,Product-Based,Laptop,Education,Teens,Social Media,31210,7584,121,1994.98,18909.13,26,Mumbai,15-01-2024 23:00
361,Service-Based,Home Security,Travel,Students,Social Media,33256,8075,924,7697.04,36026.87,3,Toronto,16-01-2024 00:00
362,Service-Based,Insurance,E-commerce,Teens,Billboard,20098,2513,510,7764.55,37407.15,14,New York,16-01-2024 01:00
363,Product-Based,Gourmet Food Delivery,Travel,Students,Billboard,29288,9559,291,1761.58,41591.66,16,Dubai,16-01-2024 02:00
364,Product-Based,Home Security,Security,Teens,Online,7518,9913,821,4477.25,26258.45,6,Sydney,16-01-2024 03:00
365,Service-Based,Education Course,E-commerce,Professionals,Social Media,46115,5816,772,3039.47,33546.02,1,Tokyo,16-01-2024 04:00
366,Service-Based,Smartphone,Finance,Teens,Print Media,14648,9206,438,9082.56,40613.56,22,London,16-01-2024 05:00
367,Product-Based,Education Course,E-commerce,Seniors,Online,41446,8705,910,6631.03,15412.1,13,Los Angeles,16-01-2024 06:00
368,Service-Based,Streaming Service,Electronics,Students,TV,13120,7425,883,6855.36,32236.41,12,Berlin,16-01-2024 07:00
